1,698349126,21
2,809383556,22
3,406684246,23
4,785995874,24
5,688885851,25
6,730823254,26
7,232375793,27
8,408797120,28
9,884308434,29
10,290703466,30
11,237444289,31
12,786394273,32
13,270965017,33
14,387264029,34
15,287696169,35
16,677621023,36
17,806012742,37
18,743304353,38
19,390594221,39
20,292653406,40
21,609606919,41
22,410098952,42
23,195142357,43
24,379131943,44
25,262195202,45
26,848429806,46
27,967535916,47
28,158303601,48
29,987168060,49
30,574083087,50
31,583073455,51
32,787714392,52
33,246333322,53
34,141688694,54
35,919123585,55
36,899741235,56
37,355102497,57
38,544351112,58
39,663865184,59
40,318621690,60
41,773728287,61
42,368680281,62
43,427225756,63
44,954184810,64
45,677744463,65
46,137216330,66
47,125020595,67
48,320872896,68
49,597943381,69
50,208940634,70
51,469162484,71
52,286552065,72
53,593540255,73
54,718299626,74
55,596123571,75
56,545374460,76
57,279873326,77
58,227292024,78
59,412002604,79
60,160912884,80
61,112388824,81
62,804963689,82
63,505968652,83
64,894921348,84
65,133472645,85
66,292667427,86
67,564649846,87
68,310802322,88
69,200468815,89
70,838693147,90
71,434128936,91
72,559776908,92
73,162577947,93
74,894171620,94
75,597044333,95
76,251836421,96
77,333976032,97
78,793232629,98
79,131566283,99
80,190088730,100
81,327987883,101
82,703534040,102
83,339134921,103
84,326023223,104
85,619811116,105
86,838612223,106
87,334059762,107
88,686517646,108
89,336935743,109
90,188292545,110
91,379547713,111
92,368731367,112
93,145068065,113
94,438425305,114
95,753518832,115
96,918260174,116
97,199710184,117
98,485726164,118
99,421293834,119
100,693179974,120
101,369831269,121
102,228251344,122
103,996244532,123
104,465197100,124
105,851090741,125
106,921835547,126
107,396008215,127
108,149336951,128
109,507440286,129
110,403560798,130
111,214408435,131
112,838081814,132
113,465252904,133
114,485350024,134
115,746049453,135
116,993672885,136
117,897435668,137
118,443832848,138
119,592362961,139
120,454426430,140
121,825660248,141
122,335302269,142
123,529454094,143
124,286112989,144
125,472697228,145
126,949941016,146
127,938268778,147
128,778228167,148
129,348181942,149
130,940956215,150
131,339232879,151
132,733462853,152
133,194022199,153
134,734060992,154
135,987527703,155
136,339312674,156
137,958727984,157
138,972368292,158
139,695053019,159
140,474570387,160
141,984409960,161
142,788117922,162
143,586434257,163
144,865811792,164
145,403798601,165
146,921714660,166
147,892487593,167
148,416879136,168
149,478579159,169
150,640744197,170
151,475651469,171
152,394738410,172
153,284073496,173
154,567453650,174
155,210259646,175
156,849323616,176
157,418520429,177
158,174101470,178
159,433556646,179
160,353660951,180
161,883048130,181
162,175271279,182
163,723637521,183
164,832543510,184
165,833400300,185
166,656478784,186
167,575184114,187
168,717878171,188
169,535183514,189
170,741039339,190
171,610182608,191
172,323004130,192
173,379993521,193
174,457320436,194
175,877103736,195
176,103771224,196
177,274128827,197
178,943826510,198
179,547150963,199
180,370425252,200
181,263936118,201
182,538001536,202
183,842116946,203
184,867088386,204
185,820997651,205
186,784013112,206
187,762469758,207
188,261744559,208
189,703492546,209
190,753059681,210
191,901060848,211
192,625262439,212
193,538055733,213
194,760629728,214
195,573898300,215
196,686595851,216
197,652899577,217
198,686802847,218
199,137391828,219
200,427026047,220
201,477159003,221
202,457456054,222
203,127881072,223
204,460272673,224
205,672006354,225
206,437345559,226
207,581064310,227
208,301325233,228
209,723737555,229
210,962623340,230
211,400276764,231
212,492003422,232
213,189652219,233
214,574015420,234
215,489521119,235
216,634897765,236
217,362235471,237
218,758345471,238
219,538344876,239
220,266012265,240
221,542567903,241
222,175185752,242
223,271555520,243
224,502677746,244
225,974954737,245
226,841095342,246
227,621318581,247
228,698222758,248
229,742614727,249
230,230336770,250
231,943338314,251
232,506845391,252
233,246465230,253
234,766904762,254
235,183168447,255
236,109645665,256
237,889210557,257
238,182408031,258
239,696509442,259
240,851740814,260
241,871833744,261
242,599164645,262
243,450956551,263
244,828948073,264
245,140145711,265
246,796133341,266
247,411118873,267
248,366296547,268
249,411209179,269
250,535861502,270
251,791548627,271
252,299350414,272
253,184826927,273
254,380634777,274
255,968676067,275
256,726400701,276
257,777284204,277
258,786982696,278
259,249656281,279
260,198849617,280
261,848393573,281
262,181635070,282
263,576675668,283
264,194465903,284
265,413369633,285
266,366846357,286
267,573178646,287
268,355049078,288
269,654722109,289
270,335418008,290
271,471142794,291
272,498402371,292
273,988058048,293
274,943475209,294
275,295537198,295
276,367688395,296
277,997562110,297
278,751875773,298
279,102821519,299
280,560582605,300
281,810684663,301
282,276931651,302
283,452561369,303
284,540594073,304
285,402364802,305
286,754264562,306
287,337266190,307
288,916624062,308
289,826429750,309
290,349079256,310
291,253835818,311
292,259033670,312
293,278493541,313
294,554911042,314
295,452117587,315
296,233123231,316
297,769517312,317
298,948056601,318
299,363208779,319
300,639518532,320
301,488166884,321
302,736352902,322
303,546787655,323
304,600845763,324
305,839004199,325
306,148066087,326
307,671274409,327
308,786542785,328
309,575568487,329
310,459998776,330
311,532337962,331
312,334584477,332
313,486661436,333
314,262270375,334
315,716914546,335
316,380076370,336
317,462636282,337
318,717470880,338
319,521644168,339
320,763424824,340
321,101600492,341
322,912957412,342
323,357916387,343
324,681709955,344
325,593591632,345
326,441667521,346
327,295117079,347
328,101644295,348
329,697203748,349
330,679285246,350
331,628900155,351
332,394044997,352
333,587010081,353
334,516970706,354
335,960354779,355
336,283722038,356
337,747372817,357
338,231009610,358
339,333412667,359
340,560672329,360
341,531625490,361
342,935955208,362
343,723378267,363
344,474121027,364
345,696579549,365
346,936307763,366
347,619337160,367
348,463779447,368
349,327103892,369
350,392639297,370
351,902182727,371
352,861083001,372
353,741404847,373
354,690643228,374
355,740271712,375
356,193240004,376
357,487526372,377
358,119588226,378
359,289345033,379
360,628969078,380
361,530825404,381
362,910292112,382
363,421655356,383
364,695906693,384
365,575851139,385
366,851458675,386
367,444953629,387
368,150735532,388
369,587544390,389
370,537104158,390
371,653154591,391
372,926561993,392
373,250142216,393
374,268351378,394
375,386140215,395
376,908748575,396
377,183347016,397
378,681610649,398
379,527554084,399
380,455221684,400
381,481789994,401
382,167176524,402
383,526073632,403
384,482496321,404
385,324002905,405
386,384767367,406
387,299635625,407
388,598611492,408
389,106381226,409
390,719008348,410
391,214123438,411
392,733349291,412
393,442901486,413
394,650583974,414
395,804977045,415
396,410021478,416
397,637812924,417
398,192256539,418
399,858152331,419
400,104836708,420
401,192685177,421
402,659017209,422
403,265075113,423
404,304054279,424
405,994445640,425
406,251902265,426
407,312439735,427
408,333367271,428
409,229611185,429
410,153534724,430
411,283934830,431
412,605948082,432
413,373171848,433
414,524260127,434
415,171991073,435
416,203884701,436
417,417464229,437
418,438074048,438
419,180442633,439
420,891783773,440
421,449689022,441
422,169274245,442
423,397181676,443
424,646467381,444
425,217899146,445
426,434548769,446
427,224487128,447
428,706020525,448
429,444056877,449
430,519901994,450
431,517775028,451
432,789224131,452
433,882362731,453
434,780038281,454
435,441567185,455
436,967075221,456
437,192307041,457
438,844530392,458
439,394138634,459
440,383807642,460
441,277760921,461
442,493616154,462
443,612069893,463
444,828028974,464
445,394530091,465
446,111199967,466
447,135526283,467
448,897079659,468
449,150568033,469
450,375658731,470
451,292048326,471
452,679341779,472
453,148714540,473
454,229646033,474
455,994579643,475
456,381052567,476
457,479162406,477
458,137069248,478
459,619095067,479
460,444796866,480
461,254860449,481
462,270589264,482
463,196428991,483
464,101123464,484
465,237599573,485
466,232397357,486
467,452026165,487
468,530567886,488
469,861316761,489
470,962173562,490
471,271239357,491
472,941934132,492
473,630708476,493
474,967290682,494
475,587472884,495
476,436505806,496
477,366760825,497
478,147728585,498
479,719024707,499
480,611041627,500
481,587094525,501
482,986695349,502
483,517959547,503
484,798176769,504
485,115126460,505
486,129120114,506
487,266585978,507
488,708020634,508
489,692568415,509
490,217226122,510
491,103263660,511
492,144683231,512
493,734306423,513
494,584288528,514
495,977032652,515
496,736284118,516
497,356626644,517
498,138301786,518
499,733070437,519
500,717060989,520
501,216552012,521
502,152603113,522
503,453578876,523
504,401345630,524
505,172988973,525
506,901364089,526
507,310168942,527
508,567064345,528
509,374203198,529
510,744285921,530
511,737101587,531
512,300188549,532
513,113191983,533
514,663941422,534
515,888616275,535
516,512287069,536
517,623852876,537
518,532152839,538
519,387641728,539
520,676960022,540
521,435121882,541
522,915385107,542
523,903974709,543
524,634876006,544
525,296002872,545
526,389397251,546
527,266142717,547
528,810946353,548
529,458531885,549
530,142367215,550
531,953418944,551
532,200717734,552
533,893017146,553
534,109017701,554
535,147338981,555
536,888786955,556
537,228965484,557
538,851708487,558
539,832361395,559
540,790819145,560
541,439407286,561
542,752442554,562
543,727730869,563
544,484511352,564
545,447737506,565
546,929844608,566
547,922252355,567
548,163830819,568
549,160711221,569
550,866147434,570
551,344531696,571
552,733146884,572
553,907408233,573
554,872038019,574
555,801541059,575
556,900436359,576
557,888311269,577
558,440139724,578
559,853659531,579
560,560176538,580
561,293781832,581
562,322905374,582
563,346044224,583
564,355613257,584
565,889051882,585
566,721036469,586
567,141146811,587
568,661179515,588
569,979578674,589
570,766179542,590
571,800004436,591
572,745440037,592
573,373451127,593
574,683320691,594
575,148493130,595
576,192888397,596
577,488437228,597
578,234727456,598
579,862252640,599
580,291921067,600
581,390561755,601
582,441042351,602
583,883269054,603
584,289457733,604
585,472192371,605
586,791713773,606
587,514296818,607
588,983028521,608
589,355459984,609
590,996349169,610
591,491260525,611
592,141810339,612
593,618823777,613
594,110502917,614
595,546632775,615
596,897414565,616
597,558181990,617
598,937450976,618
599,779218386,619
600,898176793,620
601,589577283,621
602,331964682,622
603,329286315,623
604,288879608,624
605,477157453,625
606,980314004,626
607,115125767,627
608,208729832,628
609,205383023,629
610,707041374,630
611,829475974,631
612,261749819,632
613,301577559,633
614,653762034,634
615,810053080,635
616,715499291,636
617,855632612,637
618,150214997,638
619,647205785,639
620,828811005,640
